6538e2cf85a957419006d7d5,,,,Sales in 01.01.2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'01.01.2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023/01/01'}]}}"
6538e2cf85a957419006d7d5,,,,Sales in 01.02.2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'01.02.2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023/02/01'}]}}"
6538e2cf85a957419006d7d5,,,,Sales in 01/02.2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'01/02.2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023/02/01'}]}}"
6538e2cf85a957419006d7d5,,,,Sales in 25-06-23,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'25-06-23': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023/06/25'}]}}"
6538e2cf85a957419006d7d5,,,,Show me all time sales,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'all time': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'all time'}]}}"
6538e2cf85a957419006d7d5,,,,discount for EMEA,what,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'FILTER': {'EMEA': [{'ENTITY': 'EMEA', 'PARENT': 'Market'}]}}"
6538e2cf85a957419006d7d5,,,,discount for EMEA IN fy 2023,what,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'FILTER': {'EMEA': [{'ENTITY': 'EMEA', 'PARENT': 'Market'}]}, 'DATE VARIABLE': {'fy 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'FY 2023'}]}}"
6538e2cf85a957419006d7d5,,,,discount for EMEA in fy 2023 vs fy 24,what,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'FILTER': {'EMEA': [{'ENTITY': 'EMEA', 'PARENT': 'Market'}]}, 'DATE VARIABLE': {'fy 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'FY 2023'}], 'fy 24': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'FY 2024'}]}}"
6538e2cf85a957419006d7d5,,,,discount for market in financial year 2022,what,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'market': [{'ENTITY': 'Market'}]}, 'DATE VARIABLE': {'financial year 2022': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'FY 2022'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands from the start,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DATE VARIABLE': {'from the start': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from 01/09/2019 to 31/08/2021'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands all time,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'all time': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'all time'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands since the start,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'since the start': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from 01/09/2019 to 31/08/2021'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands all time,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DATE VARIABLE': {'all time': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'all time'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands since inception,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DATE VARIABLE': {'since inception': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from 01/09/2019 to 31/08/2021'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost for brands since inception,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DATE VARIABLE': {'since inception': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from 01/09/2019 to 31/08/2021'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount percentage for brands since inception,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'since inception': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from start_date to end_date'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount % for brands since inception,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'since inception': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'from 01/09/2019 to 31/08/2021'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount % for brands from first quarter to 3rd quarter,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'first quarter to 3rd quarter': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 to quarter 3'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount % for brands from first quarter fy 2023,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'first quarter fy 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 2023'}]}}"
6538e2cf85a957419006d7d5,,,,Sales in fy 2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'fy 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'FY 2023'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount % for brands from first quarter fy 2023,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'first quarter fy 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 2023'}]}}"
6538e2cf85a957419006d7d5,,,,shipping cost profit discount % for brands from quarter first 2023,what,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}], 'profit': [{'ENTITY': 'Profit'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'brands': [{'ENTITY': 'Brand'}]}, 'DATE VARIABLE': {'quarter first 2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 2023'}]}}"
6538e2cf85a957419006d7d5,,,,sales in ytd 23,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'ytd 23': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'year to date 2023'}]}}"
6538e2cf85a957419006d7d5,,,,sales for countries in 2020,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'2020': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2020'}]}}"
6538e2cf85a957419006d7d5,,,,Maximum discount percentage in 2023,what,"{'DATE VARIABLE': {'2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023'}]}}"
6538e2cf85a957419006d7d5,,,,sales for countries across quarter in 2021,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'quarter in 2021': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 2021, quarter 2 2021, quarter 3 2021, quarter 4 2021'}]}}"
6538e2cf85a957419006d7d5,,,,Max discount percentage in 2023,what,"{'DATE VARIABLE': {'2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023'}]}}"
6538e2cf85a957419006d7d5,,,,Minimum sales achieved in 2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'ADJECTIVE': ['minimum'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023'}]}}"
6538e2cf85a957419006d7d5,,,,Min sales achieved in 2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'ADJECTIVE': ['min'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023'}]}}"
6538e2cf85a957419006d7d5,,,,Maximum sales achieved in 2023,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'ADJECTIVE': ['maximum'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'2023': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': '2023'}]}}"
6538e2cf85a957419006d7d5,,,,Maximum sales achieved in FY 2023 Q1,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'ADJECTIVE': ['maximum'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'FY 2023 Q1': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'quarter 1 2023'}]}}"
6538e2cf85a957419006d7d5,,,,sales for countries across month in 2021,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'month in 2021': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'across months in 2021'}]}}"
6538e2cf85a957419006d7d5,,,,Avg sales in FY 2023 Q1,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'ADJECTIVE': ['Avg']}]}, 'DATE VARIABLE': {'FY 2023 Q1': [{'ENTITY': 'Order_Date', 'CONVERTED TIME ELEMENT': 'Quarter 1 2023'}]}}"
6538e75985a957419006d840,,,,sales for the latest 3 months,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales_Value'}]}, 'DATE VARIABLE': {'latest 3 months': [{'ENTITY': 'Period_Long', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
6538e14185a957419006d762,,,,sales of segment except consumer in ytd,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'segment': [{'ENTITY': 'Segment'}]}, 'FILTER': {'consumer': [{'ENTITY': 'Consumer', 'PARENT': 'Segment', 'EXCLUDE': 'True'}]}, 'DATE VARIABLE': {'ytd': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'year to date'}]}}"
6538e14185a957419006d762,,,,sales of segment except consumer in p3m,what,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'segment': [{'ENTITY': 'Segment'}]}, 'FILTER': {'consumer': [{'ENTITY': 'Consumer', 'PARENT': 'Segment', 'EXCLUDE': 'True'}]}, 'DATE VARIABLE': {'p3m': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}"
6538e2cf85a957419006d7d5,,,,contribution to growth of sales across segments,contribution growth rate,"{'DIMENSION': {'segments': [{'ENTITY': 'Segment'}]}, 'DERIVED MEASURE': {'contribution to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}}"
6538e2cf85a957419006d7d5,,,,share of sales across products,share,"{'DIMENSION': {'products': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'share of sales': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}}"
6538e14185a957419006d762,,,,trend of shipping cost by city in ytd 23,trend,"{'MEASURE': {'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'city': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'ytd 23': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'year to date 2023'}], 'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}"
